,PID,practice,trial,block,run,gain_left,left_item_id,right_item_id,left_pair_id,right_pair_id,left_stimulus,right_stimulus,left_category,right_category,left_path,right_path,no_response,left_chosen,rt,higher_outcome_chosen,choice_type,iti,long_iti,simulation,version
0,82292,1,1,0,0,0,,,,,,,,,Stimuli/Practice_stims/Final_decisions/debby-hudson-FmCSSSGge-0-unsplash.jpg,Stimuli/Practice_stims/Final_decisions/yassine-khalfalli-adsQ9d_Cx0c-unsplash.jpg,0,NaN,NaN,NaN,,3000,0,6,1
1,82292,1,2,0,0,0,,,,,,,,,Stimuli/Practice_stims/Final_decisions/florian-wehde-iVW7mZPwd4g-unsplash.jpg,Stimuli/Practice_stims/Final_decisions/patrick-perkins-3wylDrjxH-E-unsplash.jpg,0,NaN,NaN,NaN,,1500,0,6,1
2,82292,1,3,0,0,0,,,,,,,,,Stimuli/Practice_stims/Final_decisions/debby-hudson-FmCSSSGge-0-unsplash.jpg,Stimuli/Practice_stims/Final_decisions/florian-wehde-iVW7mZPwd4g-unsplash.jpg,0,NaN,NaN,NaN,,2000,0,6,1
3,82292,1,4,0,0,0,,,,,,,,,Stimuli/Practice_stims/Final_decisions/yassine-khalfalli-adsQ9d_Cx0c-unsplash.jpg,Stimuli/Practice_stims/Final_decisions/debby-hudson-FmCSSSGge-0-unsplash.jpg,0,NaN,NaN,NaN,,1000,0,6,1
4,82292,0,5,1,1,0,no_gain4,gain5,J,G,13,38,faces,objects,Stimuli/Experimental_stims/faces/daniel-rigdon-dXmXKPP2L4E-unsplash.jpg,Stimuli/Experimental_stims/objects/art-lasovsky-8XddFc6NkBY-unsplash.jpg,0,NaN,NaN,NaN,chosen,1800,0,6,1,50,50
5,82292,0,6,1,1,1,gain3,no_gain6,H,K,18,30,faces,body_parts,Stimuli/Experimental_stims/faces/jessica-radanavong-mrYkTuAesKE-unsplash.jpg,Stimuli/Experimental_stims/body_parts/mika-korhonen-Xodzxosar18-unsplash.jpg,0,NaN,NaN,NaN,chosen,1700,0,6,1,50,50
6,82292,0,7,1,1,1,gain6,no_gain3,I,A,0,41,outdoor_scenes,objects,Stimuli/Experimental_stims/outdoor_scenes/aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg,Stimuli/Experimental_stims/objects/insung-yoon-w2JtIQQXoRU-unsplash.jpg,0,NaN,NaN,NaN,unchosen,2300,0,6,1,50,50
7,82292,0,8,1,1,0,no_gain2,gain3,C,H,6,18,outdoor_scenes,faces,Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg,Stimuli/Experimental_stims/faces/jessica-radanavong-mrYkTuAesKE-unsplash.jpg,0,NaN,NaN,NaN,chosen,1700,0,6,1,50,50
8,82292,0,9,1,1,1,gain4,no_gain5,D,E,14,31,faces,body_parts,Stimuli/Experimental_stims/faces/david-siglin-UuW4psOb388-unsplash.jpg,Stimuli/Experimental_stims/body_parts/sincerely-media-VN6DbKajo5s-unsplash.jpg,0,NaN,NaN,NaN,unchosen,3900,1,6,1,50,50
9,82292,0,10,1,1,1,gain2,no_gain5,B,E,16,31,faces,body_parts,Stimuli/Experimental_stims/faces/freddy-kearney-o-ioeoATbIM-unsplash.jpg,Stimuli/Experimental_stims/body_parts/sincerely-media-VN6DbKajo5s-unsplash.jpg,0,NaN,NaN,NaN,unchosen,1200,0,6,1,50,50
10,82292,0,11,1,1,1,gain2,no_gain5,B,E,5,45,outdoor_scenes,objects,Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg,Stimuli/Experimental_stims/objects/leohoho-rngTKHXumy0-unsplash.jpg,0,NaN,NaN,NaN,chosen,1200,0,6,1,50,50
11,82292,0,12,1,1,0,no_gain5,gain5,E,G,45,38,objects,objects,Stimuli/Experimental_stims/objects/leohoho-rngTKHXumy0-unsplash.jpg,Stimuli/Experimental_stims/objects/art-lasovsky-8XddFc6NkBY-unsplash.jpg,0,NaN,NaN,NaN,chosen,2600,0,6,1,50,50
12,82292,0,13,1,1,0,no_gain1,gain4,F,D,28,14,body_parts,faces,Stimuli/Experimental_stims/body_parts/ira-vishnevskaya-8DQAvdCby1I-unsplash.jpg,Stimuli/Experimental_stims/faces/david-siglin-UuW4psOb388-unsplash.jpg,0,NaN,NaN,NaN,unchosen,2200,0,6,1,50,50
13,82292,0,14,1,1,1,gain4,no_gain6,D,K,37,30,objects,body_parts,Stimuli/Experimental_stims/objects/alexander-andrews-VLGWE_SumrA-unsplash.jpg,Stimuli/Experimental_stims/body_parts/mika-korhonen-Xodzxosar18-unsplash.jpg,0,NaN,NaN,NaN,chosen,1700,0,6,1,50,50
