,PID,practice,trial,block,run,gain_left,left_item_id,right_item_id,left_pair_id,right_pair_id,left_stimulus,right_stimulus,left_category,right_category,left_path,right_path,no_response,left_chosen,rt,higher_outcome_chosen,choice_type,iti,long_iti,simulation,version,chosen_stimulus,unchosen_stimulus,chosen_category,unchosen_category
0,34892,1,1,0,0,0,,,,,,,,,Stimuli/Practice_stims/Final_decisions/debby-hudson-FmCSSSGge-0-unsplash.jpg,Stimuli/Practice_stims/Final_decisions/yassine-khalfalli-adsQ9d_Cx0c-unsplash.jpg,1,NaN,,NaN,,3000,0,6,1,NaN,NaN,NaN,NaN
1,34892,1,2,0,0,0,,,,,,,,,Stimuli/Practice_stims/Final_decisions/florian-wehde-iVW7mZPwd4g-unsplash.jpg,Stimuli/Practice_stims/Final_decisions/patrick-perkins-3wylDrjxH-E-unsplash.jpg,1,NaN,,NaN,,1500,0,6,1,NaN,NaN,NaN,NaN
2,34892,1,3,0,0,0,,,,,,,,,Stimuli/Practice_stims/Final_decisions/debby-hudson-FmCSSSGge-0-unsplash.jpg,Stimuli/Practice_stims/Final_decisions/florian-wehde-iVW7mZPwd4g-unsplash.jpg,1,NaN,,NaN,,2000,0,6,1,NaN,NaN,NaN,NaN
3,34892,1,4,0,0,0,,,,,,,,,Stimuli/Practice_stims/Final_decisions/yassine-khalfalli-adsQ9d_Cx0c-unsplash.jpg,Stimuli/Practice_stims/Final_decisions/debby-hudson-FmCSSSGge-0-unsplash.jpg,1,NaN,,NaN,,1000,0,6,1,NaN,NaN,NaN,NaN
4,34892,0,5,1,1,0,no_gain4,gain5,E,B,45,9,objects,outdoor_scenes,Stimuli/Experimental_stims/objects/leohoho-rngTKHXumy0-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/sergey-pesterev-y-b_FOmJXdg-unsplash.jpg,1,NaN,,NaN,chosen,1800,0,6,1,50,50,NaN,NaN,NaN,NaN
5,34892,0,6,1,1,1,gain3,no_gain6,L,A,30,1,body_parts,outdoor_scenes,Stimuli/Experimental_stims/body_parts/mika-korhonen-Xodzxosar18-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/ashim-d-silva-S2Q5mdOrrVc-unsplash.jpg,0,1,49,1,chosen,1700,0,6,1,50,50,30,1,body_parts,outdoor_scenes
6,34892,0,7,1,1,1,gain6,no_gain3,H,F,6,25,outdoor_scenes,body_parts,Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg,Stimuli/Experimental_stims/body_parts/engin-akyurt-Q2rfH3GW39c-unsplash.jpg,0,1,64,1,unchosen,2300,0,6,1,50,50,6,25,outdoor_scenes,body_parts
7,34892,0,8,1,1,0,no_gain2,gain3,C,L,10,30,outdoor_scenes,body_parts,Stimuli/Experimental_stims/outdoor_scenes/shannon-kunkle-dM8INmkyDas-unsplash.jpg,Stimuli/Experimental_stims/body_parts/mika-korhonen-Xodzxosar18-unsplash.jpg,0,1,63,0,chosen,1700,0,6,1,50,50,10,30,outdoor_scenes,body_parts
8,34892,0,9,1,1,1,gain4,no_gain5,D,K,19,47,faces,objects,Stimuli/Experimental_stims/faces/joel-mott-LaK153ghdig-unsplash.jpg,Stimuli/Experimental_stims/objects/ronaldo-arthur-vidal-Cdz_lvnl37k-unsplash.jpg,0,1,43,1,unchosen,3900,1,6,1,50,50,19,47,faces,objects
9,34892,0,10,1,1,1,gain2,no_gain5,I,K,3,47,outdoor_scenes,objects,Stimuli/Experimental_stims/outdoor_scenes/henry-be-NLF6hTe4PAg-unsplash.jpg,Stimuli/Experimental_stims/objects/ronaldo-arthur-vidal-Cdz_lvnl37k-unsplash.jpg,0,1,53,1,unchosen,1200,0,6,1,50,50,3,47,outdoor_scenes,objects
10,34892,0,11,1,1,1,gain2,no_gain5,I,K,35,32,body_parts,body_parts,Stimuli/Experimental_stims/body_parts/wc-so-KH4AAPjb-tI-unsplash.jpg,Stimuli/Experimental_stims/body_parts/towfiqu-barbhuiya-3AsiVDsZnHg-unsplash.jpg,0,1,45,1,chosen,1200,0,6,1,50,50,35,32,body_parts,body_parts
11,34892,0,12,1,1,0,no_gain5,gain5,K,B,32,9,body_parts,outdoor_scenes,Stimuli/Experimental_stims/body_parts/towfiqu-barbhuiya-3AsiVDsZnHg-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/sergey-pesterev-y-b_FOmJXdg-unsplash.jpg,0,1,51,0,chosen,2600,0,6,1,50,50,32,9,body_parts,outdoor_scenes
12,34892,0,13,1,1,0,no_gain1,gain4,J,D,43,19,objects,faces,Stimuli/Experimental_stims/objects/jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg,Stimuli/Experimental_stims/faces/joel-mott-LaK153ghdig-unsplash.jpg,0,1,55,0,unchosen,2200,0,6,1,50,50,43,19,objects,faces
13,34892,0,14,1,1,1,gain4,no_gain6,D,A,41,1,objects,outdoor_scenes,Stimuli/Experimental_stims/objects/insung-yoon-w2JtIQQXoRU-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/ashim-d-silva-S2Q5mdOrrVc-unsplash.jpg,0,1,59,1,chosen,1700,0,6,1,50,50,41,1,objects,outdoor_scenes
