,PID,practice,run,trial,item_id,stimulus,path,outcome,iti,isi,response,response_acc,response_rt,long_iti,simulation,version,level_0,index,block
0,,1,0,1,prac1,,Stimuli/Practice_stims/Outcome_learning/nizar-albusaidy-B2r2SWAf5CE-unsplash.jpg,gain,1500.0,1000.0,,,,,3,2,,,
1,,1,0,2,prac2,,Stimuli/Practice_stims/Outcome_learning/randy-fath-epf1tdtIIkM-unsplash.jpg,no-gain,1000.0,1500.0,,,,,3,2,,,
2,,1,0,3,prac2,,Stimuli/Practice_stims/Outcome_learning/randy-fath-epf1tdtIIkM-unsplash.jpg,no-gain,2000.0,1000.0,,,,,3,2,,,
3,,1,0,4,prac1,,Stimuli/Practice_stims/Outcome_learning/nizar-albusaidy-B2r2SWAf5CE-unsplash.jpg,gain,1000.0,2000.0,,,,,3,2,,,
4,,0,1,5,K,,,,4200.0,1800.0,,,,1.0,3,2,0.0,4.0,1.0
5,,0,1,6,B,,,,1200.0,2100.0,,,,0.0,3,2,1.0,5.0,1.0
6,,0,1,7,J,,,,1100.0,1900.0,,,,0.0,3,2,2.0,6.0,1.0
7,,0,1,8,D,,,,1000.0,1100.0,,,,0.0,3,2,3.0,7.0,1.0
8,,0,1,9,C,,,,2100.0,1400.0,,,,0.0,3,2,4.0,8.0,1.0
9,,0,1,10,E,,,,2000.0,2000.0,,,,0.0,3,2,5.0,9.0,1.0
10,,0,1,11,I,,,,1300.0,2900.0,,,,0.0,3,2,6.0,10.0,1.0
11,,0,1,12,H,,,,1100.0,1900.0,,,,0.0,3,2,7.0,11.0,1.0
12,,0,1,13,L,,,,1100.0,1100.0,,,,0.0,3,2,8.0,12.0,1.0
13,,0,1,14,F,,,,4200.0,3200.0,,,,1.0,3,2,9.0,13.0,1.0
14,,0,1,15,G,,,,2700.0,1000.0,,,,0.0,3,2,10.0,14.0,1.0
15,,0,1,16,A,,,,1600.0,1700.0,,,,0.0,3,2,11.0,15.0,1.0
16,,0,1,17,H,,,,1000.0,1500.0,,,,0.0,3,2,12.0,16.0,2.0
17,,0,1,18,A,,,,2700.0,1700.0,,,,0.0,3,2,13.0,17.0,2.0
18,,0,1,19,I,,,,1600.0,1500.0,,,,0.0,3,2,14.0,18.0,2.0
19,,0,1,20,J,,,,1100.0,2100.0,,,,0.0,3,2,15.0,19.0,2.0
20,,0,1,21,E,,,,3000.0,2200.0,,,,1.0,3,2,16.0,20.0,2.0
21,,0,1,22,F,,,,1300.0,1700.0,,,,0.0,3,2,17.0,21.0,2.0
22,,0,1,23,K,,,,2700.0,1400.0,,,,0.0,3,2,18.0,22.0,2.0
23,,0,1,24,D,,,,2000.0,3100.0,,,,0.0,3,2,19.0,23.0,2.0
24,,0,1,25,B,,,,1300.0,1000.0,,,,0.0,3,2,20.0,24.0,2.0
25,,0,1,26,L,,,,4100.0,1600.0,,,,1.0,3,2,21.0,25.0,2.0
26,,0,1,27,C,,,,2800.0,1400.0,,,,0.0,3,2,22.0,26.0,2.0
27,,0,1,28,G,,,,1000.0,1200.0,,,,0.0,3,2,23.0,27.0,2.0
28,,0,1,29,C,,,,1600.0,2100.0,,,,0.0,3,2,24.0,28.0,3.0
29,,0,1,30,A,,,,1000.0,3200.0,,,,0.0,3,2,25.0,29.0,3.0
30,,0,1,31,G,,,,1400.0,1400.0,,,,0.0,3,2,26.0,30.0,3.0
31,,0,1,32,F,,,,3200.0,3100.0,,,,1.0,3,2,27.0,31.0,3.0
32,,0,1,33,I,,,,1700.0,2900.0,,,,0.0,3,2,28.0,32.0,3.0
33,,0,1,34,H,,,,2200.0,2900.0,,,,0.0,3,2,29.0,33.0,3.0
34,,0,1,35,B,,,,2800.0,1600.0,,,,0.0,3,2,30.0,34.0,3.0
35,,0,1,36,E,,,,1900.0,1500.0,,,,0.0,3,2,31.0,35.0,3.0
36,,0,1,37,L,,,,1100.0,2500.0,,,,0.0,3,2,32.0,36.0,3.0
37,,0,1,38,J,,,,1200.0,2100.0,,,,0.0,3,2,33.0,37.0,3.0
38,,0,1,39,D,,,,2600.0,2900.0,,,,0.0,3,2,34.0,38.0,3.0
39,,0,1,40,K,,,,3100.0,3300.0,,,,1.0,3,2,35.0,39.0,3.0
