,PID,trial,pair_id,stim_type,practice,run,block,left_category,right_category,left_stimulus,right_stimulus,left_path,right_path,left_rating,right_rating,iti,scramble_screen_time,scramble_instructed_side,scramble_acc,no_response,rt,left_chosen,chosen_stimulus,unchosen_stimulus,chosen_category,unchosen_category,chosen_rating,unchosen_rating,chosen_path,unchosen_path,long_iti,simulation,version
32,17399,33,E,original,0,1,2,objects,body_parts,41,24,Stimuli/Experimental_stims/objects/insung-yoon-w2JtIQQXoRU-unsplash.jpg,Stimuli/Experimental_stims/body_parts/clay-banks-LjqARJaJotc-unsplash.jpg,50,50,1000,0,,NaN,1,173,1,41,24,objects,body_parts,50,50,Stimuli/Experimental_stims/objects/insung-yoon-w2JtIQQXoRU-unsplash.jpg,Stimuli/Experimental_stims/body_parts/clay-banks-LjqARJaJotc-unsplash.jpg,0,29,4
35,17399,36,C,original,0,1,2,outdoor_scenes,body_parts,2,27,Stimuli/Experimental_stims/outdoor_scenes/bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg,Stimuli/Experimental_stims/body_parts/heike-mintel-i_Gns0ELnLw-unsplash.jpg,50,50,1700,0,,NaN,1,60,1,2,27,outdoor_scenes,body_parts,50,50,Stimuli/Experimental_stims/outdoor_scenes/bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg,Stimuli/Experimental_stims/body_parts/heike-mintel-i_Gns0ELnLw-unsplash.jpg,0,29,4
51,17399,52,J,original,0,1,2,faces,objects,15,36,Stimuli/Experimental_stims/faces/erik-lucatero-d2MSDujJl2g-unsplash.jpg,Stimuli/Experimental_stims/objects/alexander-andrews-JYGnB9gTCls-unsplash.jpg,50,50,4900,0,,NaN,1,296,1,15,36,faces,objects,50,50,Stimuli/Experimental_stims/faces/erik-lucatero-d2MSDujJl2g-unsplash.jpg,Stimuli/Experimental_stims/objects/alexander-andrews-JYGnB9gTCls-unsplash.jpg,1,29,4
46,17399,47,B,original,0,1,2,outdoor_scenes,faces,8,22,Stimuli/Experimental_stims/outdoor_scenes/samsommer-vddccTqwal8-unsplash.jpg,Stimuli/Experimental_stims/faces/ravi-patel-VMGAbeeJTKo-unsplash.jpg,50,50,1700,0,,NaN,1,294,1,8,22,outdoor_scenes,faces,50,50,Stimuli/Experimental_stims/outdoor_scenes/samsommer-vddccTqwal8-unsplash.jpg,Stimuli/Experimental_stims/faces/ravi-patel-VMGAbeeJTKo-unsplash.jpg,0,29,4
40,17399,41,L,original,0,1,2,body_parts,faces,33,23,Stimuli/Experimental_stims/body_parts/tucker-good-36skLT5jZcc-unsplash.jpg,Stimuli/Experimental_stims/faces/rikonavt-HQjfrvdTfak-unsplash.jpg,50,50,1700,0,,NaN,1,246,1,33,23,body_parts,faces,50,50,Stimuli/Experimental_stims/body_parts/tucker-good-36skLT5jZcc-unsplash.jpg,Stimuli/Experimental_stims/faces/rikonavt-HQjfrvdTfak-unsplash.jpg,0,29,4
37,17399,38,A,original,0,1,2,outdoor_scenes,objects,1,37,Stimuli/Experimental_stims/outdoor_scenes/ashim-d-silva-S2Q5mdOrrVc-unsplash.jpg,Stimuli/Experimental_stims/objects/alexander-andrews-VLGWE_SumrA-unsplash.jpg,50,50,2400,0,,NaN,1,142,1,1,37,outdoor_scenes,objects,50,50,Stimuli/Experimental_stims/outdoor_scenes/ashim-d-silva-S2Q5mdOrrVc-unsplash.jpg,Stimuli/Experimental_stims/objects/alexander-andrews-VLGWE_SumrA-unsplash.jpg,0,29,4
43,17399,44,G,original,0,1,2,objects,outdoor_scenes,46,10,Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/shannon-kunkle-dM8INmkyDas-unsplash.jpg,50,50,3600,0,,NaN,1,222,1,46,10,objects,outdoor_scenes,50,50,Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/shannon-kunkle-dM8INmkyDas-unsplash.jpg,1,29,4
41,17399,42,D,original,0,1,2,objects,faces,42,21,Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg,Stimuli/Experimental_stims/faces/leilani-angel-K84vnnzxmTQ-unsplash.jpg,50,50,1500,0,,NaN,1,233,1,42,21,objects,faces,50,50,Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg,Stimuli/Experimental_stims/faces/leilani-angel-K84vnnzxmTQ-unsplash.jpg,0,29,4
28,17399,29,K,original,0,1,2,body_parts,objects,26,43,Stimuli/Experimental_stims/body_parts/engin-akyurt-x_3gyC42btc-unsplash.jpg,Stimuli/Experimental_stims/objects/jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg,50,50,3200,0,,NaN,1,196,1,26,43,body_parts,objects,50,50,Stimuli/Experimental_stims/body_parts/engin-akyurt-x_3gyC42btc-unsplash.jpg,Stimuli/Experimental_stims/objects/jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg,1,29,4
38,17399,39,F,original,0,1,2,faces,body_parts,14,35,Stimuli/Experimental_stims/faces/david-siglin-UuW4psOb388-unsplash.jpg,Stimuli/Experimental_stims/body_parts/wc-so-KH4AAPjb-tI-unsplash.jpg,50,50,2000,0,,NaN,1,207,1,14,35,faces,body_parts,50,50,Stimuli/Experimental_stims/faces/david-siglin-UuW4psOb388-unsplash.jpg,Stimuli/Experimental_stims/body_parts/wc-so-KH4AAPjb-tI-unsplash.jpg,0,29,4
29,17399,30,I,original,0,1,2,body_parts,outdoor_scenes,28,5,Stimuli/Experimental_stims/body_parts/ira-vishnevskaya-8DQAvdCby1I-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg,50,50,2900,0,,NaN,1,17,1,28,5,body_parts,outdoor_scenes,50,50,Stimuli/Experimental_stims/body_parts/ira-vishnevskaya-8DQAvdCby1I-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg,0,29,4
48,17399,49,H,original,0,1,2,faces,outdoor_scenes,12,4,Stimuli/Experimental_stims/faces/aiony-haust-jmATI5Q_YgY-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/jarrett-kow-1ZOyYPOBn7I-unsplash.jpg,50,50,2800,0,,NaN,1,409,1,12,4,faces,outdoor_scenes,50,50,Stimuli/Experimental_stims/faces/aiony-haust-jmATI5Q_YgY-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/jarrett-kow-1ZOyYPOBn7I-unsplash.jpg,0,29,4
