"","PID","index","time_elapsed","block","stimulus_id","reward_type","reward_amount","see_reward_rt","register_reward_response","register_reward_rt","register_reward_acc"
"568","aDc5y",66,3401398,3,49,1,147,0.599,1,0.549,1
"569","aDc5y",67,3405022,3,45,1,154,0.592,1,0.749,1
"570","aDc5y",68,3409110,3,1,1,155,1,1,0.853,1
"571","aDc5y",69,3412879,3,35,-1,0,0.754,-1,0.605,1
"572","aDc5y",7,3173436,1,27,1,150,0.691,1,0.919,1
"573","aDc5y",70,3416589,3,44,-1,0,0.694,-1,0.922,1
"574","aDc5y",71,3420309,3,4,1,155,0.703,1,0.694,1
"575","aDc5y",8,3177268,1,4,1,155,0.813,1,0.828,1
"576","aDc5y",9,3180866,1,45,1,154,0.581,1,0.784,1
"577","AxP3Q",0,761759,1,9,1,151,1.055,-1,0.969,0
"578","AxP3Q",1,765524,1,39,-1,0,0.735,1,1.456,0
"579","AxP3Q",10,807353,1,7,-1,0,1.298,-1,0.015,1
"580","AxP3Q",11,811191,1,1,1,150,0.787,NA,NA,NA
"581","AxP3Q",12,818993,1,35,1,157,3.246,NA,NA,NA
"582","AxP3Q",13,824177,1,25,1,146,0.632,NA,NA,NA
"583","AxP3Q",14,831680,1,39,-1,0,2.956,-1,0.204,1
"584","AxP3Q",15,835870,1,9,1,151,1.168,NA,NA,NA
"585","AxP3Q",16,841284,1,23,1,147,0.755,1,0.024,1
"586","AxP3Q",17,845967,1,28,-1,0,1.63,NA,NA,NA
"587","AxP3Q",18,851589,1,28,-1,0,1.057,NA,NA,NA
"588","AxP3Q",19,856181,1,7,-1,0,0.039,-1,0.021,1
"589","AxP3Q",2,770980,1,8,1,146,2.418,NA,NA,NA
"590","AxP3Q",20,860313,1,12,-1,0,1.097,1,0.034,0
"591","AxP3Q",21,864405,1,25,1,146,1.046,-1,0.001,0
"592","AxP3Q",22,868681,1,12,-1,0,1.235,1,0.056,0
"593","AxP3Q",23,872686,1,44,-1,0,0.952,-1,0.052,1
"594","AxP3Q",24,878811,2,28,-1,0,0.984,NA,NA,NA
"595","AxP3Q",25,883471,2,25,1,146,0.096,1,0.036,1
"596","AxP3Q",26,886633,2,28,-1,0,0.104,1,0.036,0
"597","AxP3Q",27,889825,2,25,1,146,0.145,-1,0.054,0
"598","AxP3Q",28,895523,2,42,-1,0,2.647,1,0.314,0
"599","AxP3Q",29,898683,2,44,-1,0,0.129,-1,0.103,1
"600","AxP3Q",3,775661,1,8,1,146,0.122,-1,0.025,0
"601","AxP3Q",30,901908,2,8,1,146,0.181,1,0.219,1
"602","AxP3Q",31,905080,2,9,1,151,0.12,1,0.15,1
"603","AxP3Q",32,909950,2,12,-1,0,1.821,1,0.053,0
"604","AxP3Q",33,913201,2,39,-1,0,0.144,1,0.146,0
"605","AxP3Q",34,916442,2,42,-1,0,0.187,-1,0.025,1
"606","AxP3Q",35,919721,2,23,1,147,0.246,1,0.205,1
"607","AxP3Q",36,923297,2,12,-1,0,0.538,-1,0.227,1
"608","AxP3Q",37,926484,2,9,1,151,0.044,-1,0.194,0
"609","AxP3Q",38,929679,2,8,1,146,0.014,1,0.072,1
"610","AxP3Q",39,932830,2,39,-1,0,0.123,-1,0.244,1
"611","AxP3Q",4,778829,1,42,-1,0,0.118,-1,0.155,1
"612","AxP3Q",40,936645,2,7,-1,0,0.757,1,0.261,0
"613","AxP3Q",41,940880,2,7,-1,0,1.194,1,0.462,0
"614","AxP3Q",42,946253,2,1,1,150,2.338,-1,0.11,0
"615","AxP3Q",43,950236,2,35,1,157,0.918,NA,NA,NA
"616","AxP3Q",44,955699,2,35,1,157,0.904,NA,NA,NA
"617","AxP3Q",45,960771,2,23,1,147,0.488,NA,NA,NA
"618","AxP3Q",46,965527,2,1,1,150,0.19,NA,NA,NA
"619","AxP3Q",47,970621,2,44,-1,0,0.538,NA,NA,NA
"620","AxP3Q",48,978383,3,44,-1,0,0.686,NA,NA,NA
"621","AxP3Q",49,983841,3,1,1,150,0.897,NA,NA,NA
"622","AxP3Q",5,782788,1,35,1,157,0.9,NA,NA,NA
"623","AxP3Q",50,989273,3,23,1,147,0.717,NA,NA,NA
"624","AxP3Q",51,994561,3,8,1,146,0.72,NA,NA,NA
"625","AxP3Q",52,999232,3,9,1,151,0.109,NA,NA,NA
"626","AxP3Q",53,1004554,3,44,-1,0,0.772,NA,NA,NA
"627","AxP3Q",54,1010597,3,42,-1,0,1.508,NA,NA,NA
"628","AxP3Q",55,1016187,3,25,1,146,1.066,NA,NA,NA
"629","AxP3Q",56,1021632,3,28,-1,0,0.891,NA,NA,NA
"630","AxP3Q",57,1026402,3,8,1,146,0.214,NA,NA,NA
"631","AxP3Q",58,1031819,3,25,1,146,0.792,NA,NA,NA
"632","AxP3Q",59,1037212,3,1,1,150,0.832,NA,NA,NA
"633","AxP3Q",6,787891,1,1,1,150,0.554,NA,NA,NA
"634","AxP3Q",60,1042524,3,28,-1,0,0.767,NA,NA,NA
"635","AxP3Q",61,1047974,3,9,1,151,0.887,NA,NA,NA
"636","AxP3Q",62,1053236,3,39,-1,0,0.709,NA,NA,NA
"637","AxP3Q",63,1059214,3,7,-1,0,1.423,NA,NA,NA
"638","AxP3Q",64,1064831,3,39,-1,0,1.05,NA,NA,NA
"639","AxP3Q",65,1070394,3,7,-1,0,1.021,NA,NA,NA
"640","AxP3Q",66,1150373,3,42,-1,0,75.409,NA,NA,NA
"641","AxP3Q",67,1156103,3,12,-1,0,1.172,NA,NA,NA
"642","AxP3Q",68,1162229,3,35,1,157,1.536,NA,NA,NA
"643","AxP3Q",69,1167833,3,35,1,157,1.043,NA,NA,NA
"644","AxP3Q",7,793064,1,44,-1,0,0.561,NA,NA,NA
"645","AxP3Q",70,1173566,3,23,1,147,1.184,NA,NA,NA
"646","AxP3Q",71,1178459,3,12,-1,0,0.333,NA,NA,NA
"647","AxP3Q",8,798574,1,23,1,147,0.961,-1,0.029,0
"648","AxP3Q",9,803008,1,42,-1,0,1.405,1,0.041,0
"649","BAPFD",0,1276497,1,45,-1,0,6.626,NA,NA,NA
"650","BAPFD",1,1283044,1,34,-1,0,1.92,NA,NA,NA
"651","BAPFD",10,1334905,1,41,1,147,1.972,NA,NA,NA
"652","BAPFD",11,1340944,1,44,-1,0,1.48,-1,0.016,1
"653","BAPFD",12,1345153,1,12,1,150,1.175,1,0.035,1
"654","BAPFD",13,1349152,1,41,1,147,0.981,NA,NA,NA
"655","BAPFD",14,1355137,1,40,-1,0,1.423,NA,NA,NA
"656","BAPFD",15,1360390,1,6,1,144,0.642,NA,NA,NA
"657","BAPFD",16,1366535,1,27,1,153,1.596,NA,NA,NA
"658","BAPFD",17,1372150,1,34,-1,0,0.851,NA,NA,NA
"659","BAPFD",18,1377728,1,27,1,153,1.048,NA,NA,NA
"660","BAPFD",19,1382630,1,1,1,158,0.278,1,0.024,1
"661","BAPFD",2,1289496,1,1,1,158,1.909,NA,NA,NA
"662","BAPFD",20,1387081,1,12,1,150,1.179,NA,NA,NA
"663","BAPFD",21,1392495,1,4,-1,0,0.879,NA,NA,NA
"664","BAPFD",22,1397910,1,4,-1,0,0.611,NA,NA,NA
"665","BAPFD",23,1403187,1,28,-1,0,0.671,NA,NA,NA
"666","BAPFD",24,1414216,2,6,1,144,1.127,-1,0.008,0
"667","BAPFD",25,1418031,2,40,-1,0,0.799,NA,NA,NA
"668","BAPFD",26,1423263,2,44,-1,0,0.7,NA,NA,NA
"669","BAPFD",27,1428487,2,41,1,147,0.646,-1,0,0
"670","BAPFD",28,1432274,2,14,1,146,0.765,NA,NA,NA
"671","BAPFD",29,1437991,2,4,-1,0,0.864,NA,NA,NA
"672","BAPFD",3,1295944,1,14,1,146,1.86,NA,NA,NA
"673","BAPFD",30,1443448,2,6,1,144,0.862,NA,NA,NA
"674","BAPFD",31,1448842,2,4,-1,0,0.713,NA,NA,NA
"675","BAPFD",32,1454161,2,14,1,146,0.744,NA,NA,NA
"676","BAPFD",33,1459630,2,34,-1,0,0.946,NA,NA,NA
"677","BAPFD",34,1464793,2,44,-1,0,0.63,NA,NA,NA
"678","BAPFD",35,1470058,2,27,1,153,0.71,NA,NA,NA
"679","BAPFD",36,1475691,2,12,1,150,1.091,NA,NA,NA
"680","BAPFD",37,1481030,2,45,-1,0,0.821,1,0,0
"681","BAPFD",38,1485411,2,12,1,150,1.346,NA,NA,NA
"682","BAPFD",39,1490735,2,45,-1,0,0.798,1,0,0
"683","BAPFD",4,1301578,1,14,1,146,1.083,NA,NA,NA
"684","BAPFD",40,1494853,2,40,-1,0,1.102,NA,NA,NA
"685","BAPFD",41,1500100,2,34,-1,0,0.724,NA,NA,NA
"686","BAPFD",42,1505319,2,1,1,158,0.702,NA,NA,NA
"687","BAPFD",43,1510956,2,28,-1,0,1.05,NA,NA,NA
"688","BAPFD",44,1516336,2,27,1,153,0.839,NA,NA,NA
"689","BAPFD",45,1521766,2,1,1,158,0.855,NA,NA,NA
"690","BAPFD",46,1527559,2,28,-1,0,1.263,NA,NA,NA
"691","BAPFD",47,1533220,2,41,1,147,1.084,NA,NA,NA
"692","BAPFD",48,1541227,3,45,-1,0,1.107,1,1.768,0
"693","BAPFD",49,1545607,3,12,1,150,1.324,NA,NA,NA
"694","BAPFD",5,1307777,1,45,-1,0,1.646,1,0.025,0
"695","BAPFD",50,1551480,3,45,-1,0,1.35,NA,NA,NA
"696","BAPFD",51,1557126,3,44,-1,0,1.113,NA,NA,NA
"697","BAPFD",52,1562904,3,12,1,150,1.255,NA,NA,NA
"698","BAPFD",53,1568906,3,40,-1,0,1.396,NA,NA,NA
"699","BAPFD",54,1574901,3,28,-1,0,1.321,NA,NA,NA
"700","BAPFD",55,1580720,3,6,1,144,1.294,NA,NA,NA
"701","BAPFD",56,1586376,3,6,1,144,1.115,1,0.001,1
"702","BAPFD",57,1590929,3,27,1,153,1.502,NA,NA,NA
"703","BAPFD",58,1596752,3,1,1,158,1.151,NA,NA,NA
"704","BAPFD",59,1602223,3,27,1,153,0.95,NA,NA,NA
"705","BAPFD",6,1312885,1,28,-1,0,2.087,1,0.144,0
"706","BAPFD",60,1608145,3,14,1,146,1.369,NA,NA,NA
"707","BAPFD",61,1613994,3,28,-1,0,1.263,NA,NA,NA
"708","BAPFD",62,1619901,3,34,-1,0,1.021,NA,NA,NA
"709","BAPFD",63,1625659,3,40,-1,0,1.232,NA,NA,NA
"710","BAPFD",64,1631436,3,1,1,158,1.258,NA,NA,NA
"711","BAPFD",65,1637469,3,4,-1,0,1.409,NA,NA,NA
"712","BAPFD",66,1643079,3,4,-1,0,1.082,NA,NA,NA
"713","BAPFD",67,1649350,3,41,1,147,1.675,NA,NA,NA
"714","BAPFD",68,1654897,3,14,1,146,1.021,NA,NA,NA
"715","BAPFD",69,1660707,3,34,-1,0,1.189,NA,NA,NA
"716","BAPFD",7,1318614,1,6,1,144,2.417,1,0.034,1
"717","BAPFD",70,1666732,3,44,-1,0,1.433,NA,NA,NA
"718","BAPFD",71,1672505,3,41,1,147,1.25,NA,NA,NA
"719","BAPFD",8,1323504,1,44,-1,0,1.826,1,0.019,0
"720","BAPFD",9,1328193,1,40,-1,0,1.36,NA,NA,NA
"721","c2yi6",0,1331305,1,10,1,160,2.183,1,1.368,1
"722","c2yi6",1,1335462,1,0,-1,0,1.114,-1,1.573,1
"723","c2yi6",10,1370614,1,41,-1,0,0.834,-1,0.517,1
"724","c2yi6",11,1374140,1,45,-1,0,0.492,-1,0.579,1
"725","c2yi6",12,1377453,1,39,1,142,0.286,1,0.659,1
"726","c2yi6",13,1380736,1,10,1,160,0.253,1,0.704,1
"727","c2yi6",14,1384222,1,40,1,142,0.445,1,0.527,1
"728","c2yi6",15,1387512,1,0,-1,0,0.264,-1,0.624,1
"729","c2yi6",16,1390860,1,37,1,148,0.308,1,0.623,1
"730","c2yi6",17,1394226,1,21,-1,0,0.336,-1,0.547,1
"731","c2yi6",18,1397618,1,14,-1,0,0.358,-1,0.555,1
"732","c2yi6",19,1401034,1,40,1,142,0.381,1,0.573,1
"733","c2yi6",2,1339488,1,45,-1,0,0.993,-1,0.84,1
"734","c2yi6",20,1404573,1,42,-1,0,0.503,-1,0.472,1
"735","c2yi6",21,1408002,1,34,1,150,0.385,1,0.511,1
"736","c2yi6",22,1411661,1,1,1,153,0.613,1,0.56,1
"737","c2yi6",23,1415123,1,34,1,150,0.429,1,0.574,1
"738","c2yi6",24,1421799,2,34,1,150,0.811,1,0.481,1
"739","c2yi6",25,1425257,2,41,-1,0,0.427,-1,0.439,1
"740","c2yi6",26,1428665,2,42,-1,0,0.364,-1,0.466,1
"741","c2yi6",27,1432087,2,21,-1,0,0.378,-1,0.447,1
"742","c2yi6",28,1435476,2,0,-1,0,0.364,-1,0.549,1
"743","c2yi6",29,1438947,2,45,-1,0,0.422,-1,0.506,1
"744","c2yi6",3,1343535,1,41,-1,0,1.013,-1,0.764,1
"745","c2yi6",30,1442288,2,21,-1,0,0.298,-1,0.469,1
"746","c2yi6",31,1445918,2,0,-1,0,0.575,-1,0.496,1
"747","c2yi6",32,1449257,2,40,1,142,0.31,1,0.663,1
"748","c2yi6",33,1452856,2,10,1,160,0.561,1,0.516,1
"749","c2yi6",34,1456304,2,14,-1,0,0.421,-1,0.439,1
"750","c2yi6",35,1460068,2,39,1,142,0.727,1,0.403,1
"751","c2yi6",36,1463548,2,40,1,142,0.45,1,0.435,1
"752","c2yi6",37,1467031,2,14,-1,0,0.452,-1,0.476,1
"753","c2yi6",38,1470573,2,42,-1,0,0.509,-1,0.447,1
"754","c2yi6",39,1474091,2,45,-1,0,0.476,-1,0.513,1
"755","c2yi6",4,1347132,1,39,1,142,0.569,NA,NA,NA
"756","c2yi6",40,1477439,2,10,1,160,0.305,-1,0.46,0
"757","c2yi6",41,1481024,2,34,1,150,0.548,1,0.558,1
"758","c2yi6",42,1484624,2,37,1,148,0.559,1,0.541,1
"759","c2yi6",43,1488065,2,1,1,153,0.411,1,0.553,1
"760","c2yi6",44,1491602,2,39,1,142,0.492,1,0.56,1
"761","c2yi6",45,1494951,2,37,1,148,0.312,1,0.523,1
"762","c2yi6",46,1498422,2,1,1,153,0.444,1,0.59,1
"763","c2yi6",47,1501844,2,41,-1,0,0.395,-1,0.576,1
"764","c2yi6",48,1507095,3,37,1,148,0.636,1,0.623,1
"765","c2yi6",49,1510589,3,1,1,153,0.462,1,0.545,1
"766","c2yi6",5,1352546,1,21,-1,0,0.864,-1,0.617,1
"767","c2yi6",50,1514052,3,41,-1,0,0.424,-1,0.5,1
"768","c2yi6",51,1517515,3,42,-1,0,0.437,-1,0.672,1
"769","c2yi6",52,1521137,3,42,-1,0,0.589,-1,0.544,1
"770","c2yi6",53,1524596,3,40,1,142,0.415,1,0.716,1
"771","c2yi6",54,1528093,3,10,1,160,0.46,1,0.456,1
"772","c2yi6",55,1531552,3,21,-1,0,0.429,-1,0.539,1
"773","c2yi6",56,1534935,3,21,-1,0,0.348,-1,0.609,1
"774","c2yi6",57,1538290,3,10,1,160,0.322,1,0.462,1
"775","c2yi6",58,1541707,3,41,-1,0,0.371,-1,0.576,1
"776","c2yi6",59,1544967,3,45,-1,0,0.227,-1,0.876,1
"777","c2yi6",6,1356196,1,42,-1,0,0.609,-1,0.598,1
"778","c2yi6",60,1548360,3,14,-1,0,0.344,-1,0.431,1
"779","c2yi6",61,1551683,3,39,1,142,0.302,1,0.514,1
"780","c2yi6",62,1555305,3,34,1,150,0.584,1,0.48,1
"781","c2yi6",63,1558783,3,45,-1,0,0.446,-1,0.426,1
"782","c2yi6",64,1562345,3,37,1,148,0.525,1,0.584,1
"783","c2yi6",65,1565899,3,39,1,142,0.513,1,0.513,1
"784","c2yi6",66,1569405,3,0,-1,0,0.476,-1,0.484,1
"785","c2yi6",67,1572770,3,1,1,153,0.322,1,0.568,1
"786","c2yi6",68,1576315,3,40,1,142,0.499,1,0.705,1
"787","c2yi6",69,1579666,3,14,-1,0,0.31,-1,0.522,1
"788","c2yi6",7,1359515,1,14,-1,0,0.294,-1,0.782,1
"789","c2yi6",70,1583330,3,0,-1,0,0.625,-1,0.636,1
"790","c2yi6",71,1586737,3,34,1,150,0.368,1,0.532,1
"791","c2yi6",8,1363174,1,1,1,153,0.629,1,0.736,1
"792","c2yi6",9,1366749,1,37,1,148,0.544,1,0.558,1
"793","CvY1u",0,1015108,1,11,1,149,1.143,NA,NA,NA
"794","CvY1u",1,1020619,1,21,-1,0,0.992,-1,0.686,1
"795","CvY1u",10,1056484,1,45,-1,0,0.759,-1,0.967,1
"796","CvY1u",11,1060259,1,44,1,150,0.757,1,0.766,1
"797","CvY1u",12,1064107,1,34,-1,0,0.829,-1,0.854,1
"798","CvY1u",13,1067771,1,11,1,149,0.646,1,0.806,1
"799","CvY1u",14,1071371,1,1,1,152,0.573,1,0.845,1
"800","CvY1u",15,1075027,1,45,-1,0,0.638,-1,0.91,1
"801","CvY1u",16,1078714,1,16,-1,0,0.669,-1,0.846,1
"802","CvY1u",17,1082499,1,3,-1,0,0.766,-1,0.902,1
"803","CvY1u",18,1086379,1,21,-1,0,0.763,-1,0.933,1
"804","CvY1u",19,1090594,1,34,-1,0,1.198,-1,0.854,1
"805","CvY1u",2,1025320,1,33,1,149,1.674,1,0.874,1
"806","CvY1u",20,1094250,1,1,1,152,0.638,1,0.734,1
"807","CvY1u",21,1098081,1,14,1,140,0.653,1,0.751,1
"808","CvY1u",22,1101658,1,33,1,149,0.557,1,0.855,1
"809","CvY1u",23,1105298,1,3,-1,0,0.622,-1,0.71,1
"810","CvY1u",24,1112433,2,34,-1,0,0.852,-1,0.797,1
"811","CvY1u",25,1116370,2,35,1,141,0.671,1,0.91,1
"812","CvY1u",26,1120146,2,1,1,152,0.757,1,0.831,1
"813","CvY1u",27,1123881,2,4,-1,0,0.615,-1,0.694,1
"814","CvY1u",28,1127698,2,21,-1,0,0.798,-1,0.75,1
"815","CvY1u",29,1131370,2,21,-1,0,0.654,-1,0.702,1
"816","CvY1u",3,1029292,1,44,1,150,0.947,1,1.086,1
"817","CvY1u",30,1135113,2,34,-1,0,0.725,-1,0.837,1
"818","CvY1u",31,1138985,2,3,-1,0,0.852,-1,0.638,1
"819","CvY1u",32,1142585,2,45,-1,0,0.58,-1,0.67,1
"820","CvY1u",33,1146234,2,44,1,150,0.63,1,0.677,1
"821","CvY1u",34,1149784,2,1,1,152,0.531,1,0.741,1
"822","CvY1u",35,1153353,2,33,1,149,0.556,1,0.677,1
"823","CvY1u",36,1156956,2,44,1,150,0.584,1,0.588,1
"824","CvY1u",37,1160543,2,33,1,149,0.572,1,0.881,1
"825","CvY1u",38,1164164,2,45,-1,0,0.608,-1,0.69,1
"826","CvY1u",39,1167864,2,11,1,149,0.684,1,0.735,1
"827","CvY1u",4,1033156,1,4,-1,0,0.847,-1,0.75,1
"828","CvY1u",40,1171433,2,3,-1,0,0.549,-1,0.693,1
"829","CvY1u",41,1175024,2,14,1,140,0.573,1,0.678,1
"830","CvY1u",42,1178632,2,16,-1,0,0.588,-1,0.728,1
"831","CvY1u",43,1182513,2,11,1,149,0.86,1,0.654,1
"832","CvY1u",44,1186119,2,14,1,140,0.588,1,0.911,1
"833","CvY1u",45,1189913,2,35,1,141,0.692,1,0.669,1
"834","CvY1u",46,1193529,2,16,-1,0,0.596,-1,0.899,1
"835","CvY1u",47,1197576,2,4,-1,0,1.028,-1,0.575,1
"836","CvY1u",48,1205431,3,34,-1,0,1.034,-1,0.838,1
"837","CvY1u",49,1209423,3,3,-1,0,0.953,-1,0.479,1
"838","CvY1u",5,1037108,1,35,1,141,0.791,1,0.773,1
"839","CvY1u",50,1213167,3,14,1,140,0.729,1,0.494,1
"840","CvY1u",51,1217072,3,16,-1,0,0.891,-1,0.439,1
"841","CvY1u",52,1220815,3,35,1,141,0.73,1,0.871,1
"842","CvY1u",53,1224448,3,3,-1,0,0.618,-1,0.55,1
"843","CvY1u",54,1228264,3,16,-1,0,0.727,-1,0.502,1
"844","CvY1u",55,1231945,3,4,-1,0,0.667,-1,0.35,1
"845","CvY1u",56,1235895,3,45,-1,0,0.938,-1,0.423,1
"846","CvY1u",57,1239576,3,44,1,150,0.667,1,0.453,1
"847","CvY1u",58,1243120,3,1,1,152,0.531,1,0.702,1
"848","CvY1u",59,1246992,3,4,-1,0,0.858,-1,0.406,1
"849","CvY1u",6,1041244,1,16,-1,0,0.905,-1,0.835,1
"850","CvY1u",60,1250528,3,33,1,149,0.523,1,0.63,1
"851","CvY1u",61,1254152,3,44,1,150,0.57,1,0.675,1
"852","CvY1u",62,1257824,3,14,1,140,0.659,1,0.679,1
"853","CvY1u",63,1261775,3,33,1,149,0.938,1,0.735,1
"854","CvY1u",64,1265697,3,35,1,141,0.907,1,0.524,1
"855","CvY1u",65,1269272,3,45,-1,0,0.563,-1,0.684,1
"856","CvY1u",66,1274047,3,21,-1,0,1.762,-1,0.659,1
"857","CvY1u",67,1277726,3,11,1,149,0.601,1,0.608,1
"858","CvY1u",68,1281303,3,21,-1,0,0.515,-1,0.67,1
"859","CvY1u",69,1284854,3,34,-1,0,0.538,1,0.75,0
"860","CvY1u",7,1045203,1,14,1,140,0.942,1,0.71,1
"861","CvY1u",70,1288478,3,1,1,152,0.61,1,0.856,1
"862","CvY1u",71,1292495,3,11,1,149,1.003,1,0.901,1
"863","CvY1u",8,1048900,1,35,1,141,0.679,1,0.886,1
"864","CvY1u",9,1052706,1,4,-1,0,0.788,-1,0.727,1
"865","dhc9M",0,432997,1,13,-1,0,2.271,NA,NA,NA
"866","dhc9M",1,438030,1,13,-1,0,0.502,NA,NA,NA
"867","dhc9M",10,471097,1,41,-1,0,0.287,1,0.121,0
"868","dhc9M",11,474335,1,8,-1,0,0.22,1,0.197,0
"869","dhc9M",12,479923,1,32,1,154,2.563,1,0.623,1
"870","dhc9M",13,483924,1,48,1,153,0.977,-1,0.305,0
"871","dhc9M",14,488484,1,24,1,144,1.532,1,0.183,1
"872","dhc9M",15,491993,1,20,1,142,0.484,-1,0.429,0
"873","dhc9M",16,495917,1,8,-1,0,0.906,1,0.042,0
"874","dhc9M",17,499692,1,24,1,144,0.743,1,0.055,1
"875","dhc9M",18,504209,1,37,-1,0,1.494,1,0.118,0
"876","dhc9M",19,507909,1,41,-1,0,0.681,1,0.198,0
"877","dhc9M",2,443405,1,34,1,157,0.843,1,0.111,1
"878","dhc9M",20,511655,1,3,1,150,0.716,-1,0.152,0
"879","dhc9M",21,514828,1,33,-1,0,0.153,1,0.041,0
"880","dhc9M",22,519923,1,3,1,150,2.067,1,0.089,1
"881","dhc9M",23,524093,1,28,-1,0,1.144,-1,0.031,1
"882","dhc9M",24,530326,2,41,-1,0,0.288,1,0.117,0
"883","dhc9M",25,533927,2,20,1,142,0.578,-1,0.064,0
"884","dhc9M",26,536977,2,13,-1,0,0.03,-1,0.172,1
"885","dhc9M",27,540007,2,34,1,157,0.014,1,0.035,1
"886","dhc9M",28,543404,2,24,1,144,0.377,1,0.181,1
"887","dhc9M",29,547213,2,33,-1,0,0.785,1,0.089,0
"888","dhc9M",3,446917,1,34,1,157,0.49,-1,0.008,0
"889","dhc9M",30,550838,2,41,-1,0,0.602,1,0.176,0
"890","dhc9M",31,554520,2,37,-1,0,0.66,1,0.093,0
"891","dhc9M",32,558189,2,48,1,153,0.65,1,0,1
"892","dhc9M",33,561529,2,3,1,150,0.311,1,0.173,1
"893","dhc9M",34,565060,2,13,-1,0,0.506,1,0.105,0
"894","dhc9M",35,568321,2,3,1,150,0.236,1,0.111,1
"895","dhc9M",36,571572,2,28,-1,0,0.233,1,0.199,0
"896","dhc9M",37,575202,2,8,-1,0,0.603,1,0.211,0
"897","dhc9M",38,578695,2,37,-1,0,0.474,1,0.043,0
"898","dhc9M",39,582362,2,8,-1,0,0.645,1,0.232,0
"899","dhc9M",4,450465,1,33,-1,0,0.525,1,0.113,0
"900","dhc9M",40,586049,2,28,-1,0,0.667,-1,0.19,1
"901","dhc9M",41,589090,2,24,1,144,0.016,1,0.15,1
"902","dhc9M",42,593134,2,32,1,154,1.026,-1,0.218,0
"903","dhc9M",43,596533,2,34,1,157,0.38,1,0.095,1
"904","dhc9M",44,600198,2,20,1,142,0.639,-1,0.127,0
"905","dhc9M",45,604083,2,32,1,154,0.855,-1,0.095,0
"906","dhc9M",46,607207,2,33,-1,0,0.1,1,0.162,0
"907","dhc9M",47,610798,2,48,1,153,0.569,-1,0.024,0
"908","dhc9M",48,616526,3,37,-1,0,0.554,-1,0.197,1
"909","dhc9M",49,620035,3,32,1,154,0.487,1,0.186,1
"910","dhc9M",5,453498,1,20,1,142,0.015,-1,0.006,0
"911","dhc9M",50,623088,3,13,-1,0,0.028,1,0.208,0
"912","dhc9M",51,626544,3,8,-1,0,0.44,1,0.114,0
"913","dhc9M",52,629682,3,20,1,142,0.11,-1,0.267,0
"914","dhc9M",53,633258,3,3,1,150,0.555,-1,0.223,0
"915","dhc9M",54,636963,3,28,-1,0,0.675,1,0.193,0
"916","dhc9M",55,640810,3,41,-1,0,0.822,1,0.077,0
"917","dhc9M",56,644584,3,34,1,157,0.747,1,0.233,1
"918","dhc9M",57,647689,3,41,-1,0,0.087,1,0.007,0
"919","dhc9M",58,650812,3,48,1,153,0.104,1,0.208,1
"920","dhc9M",59,654089,3,3,1,150,0.245,1,0.089,1
"921","dhc9M",6,456845,1,48,1,153,0.322,1,0.155,1
"922","dhc9M",60,657198,3,28,-1,0,0.092,1,0.287,0
"923","dhc9M",61,660687,3,34,1,157,0.469,-1,0.014,0
"924","dhc9M",62,664068,3,33,-1,0,0.356,-1,0.037,1
"925","dhc9M",63,667685,3,48,1,153,0.594,1,0.123,1
"926","dhc9M",64,670845,3,24,1,144,0.142,1,0.067,1
"927","dhc9M",65,673903,3,33,-1,0,0.04,1,0.243,0
"928","dhc9M",66,676942,3,32,1,154,0.011,-1,0.117,0
"929","dhc9M",67,680479,3,13,-1,0,0.517,1,0.815,0
"930","dhc9M",68,683785,3,37,-1,0,0.286,1,0.143,0
"931","dhc9M",69,686966,3,24,1,144,0.155,-1,0.192,0
"932","dhc9M",7,459893,1,28,-1,0,0.016,-1,0.133,1
"933","dhc9M",70,690116,3,20,1,142,0.134,-1,0.12,0
"934","dhc9M",71,693384,3,8,-1,0,0.245,1,0.23,0
"935","dhc9M",8,463732,1,32,1,154,0.817,-1,0.165,0
"936","dhc9M",9,467779,1,37,-1,0,1.024,-1,0.035,1
"937","Gh7vV",0,894549,1,0,1,148,0.69,1,1.004,1
"938","Gh7vV",1,898213,1,14,1,148,0.627,1,1.037,1
"939","Gh7vV",10,931108,1,3,-1,0,0.548,-1,1.069,1
"940","Gh7vV",11,934692,1,17,1,145,0.561,1,1.07,1
"941","Gh7vV",12,938348,1,9,-1,0,0.633,-1,1.028,1
"942","Gh7vV",13,941986,1,1,-1,0,0.603,-1,1.104,1
"943","Gh7vV",14,945652,1,40,-1,0,0.63,-1,1.102,1
"944","Gh7vV",15,949244,1,21,-1,0,0.553,-1,1.19,1
"945","Gh7vV",16,952788,1,40,-1,0,0.506,-1,1.068,1
"946","Gh7vV",17,956308,1,3,-1,0,0.493,-1,1.086,1
"947","Gh7vV",18,959820,1,24,-1,0,0.482,-1,1.133,1
"948","Gh7vV",19,963436,1,21,-1,0,0.575,-1,1.022,1
"949","Gh7vV",2,901973,1,17,1,145,0.732,1,1.012,1
"950","Gh7vV",20,966988,1,20,1,150,0.524,1,1.054,1
"951","Gh7vV",21,970540,1,14,1,148,0.52,1,1.044,1
"952","Gh7vV",22,974116,1,9,-1,0,0.536,-1,1.038,1
"953","Gh7vV",23,977716,1,16,1,148,0.564,1,0.998,1
"954","Gh7vV",24,983604,2,40,-1,0,0.567,-1,1.021,1
